SalesOrderID,Country,OrderDate,SalesChannelCode,ProdID,StyleName,CustomerAccountNumber,StoreKey,ProductLabel,ProductName,ProductDescription,Manufacturer,BrandName,Class,Color,StockType,Units,SalesAmount,RePurch,NSAT,SubCategory,Category,Sale Size
SO596251,United States,"Saturday, December 7, 2013",I,438,Product0303023,AW00014356,,303023,WWI Desktop PC2.33 X2330 Silver,"2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors",Wide World Importers,Wide World Importers,Deluxe,Silver,High,3,"$2,757.00 ",3,4,Desktops,Computers,Medium
SO457091,Australia,"Friday, November 8, 2013",I,455,Product0303040,AW00019793,,303040,WWI Desktop PC2.33 X2330 White,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,White,High,3,"$2,757.00 ",4,4,Desktops,Computers,Medium
SO464341,Australia,"Thursday, August 1, 2013",I,455,Product0303040,AW00020996,,303040,WWI Desktop PC2.33 X2330 White,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,White,High,3,"$2,757.00 ",5,4,Desktops,Computers,Medium
SO541881,Australia,"Thursday, April 10, 2014",I,1443,Product0503036,AW00027875,,503036,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold","5 MP camera, MP3/Video player, and Micro SD slot-international version with no warranty",The Phone Company,The Phone Company,Deluxe,Gold,High,3,"$1,767.00 ",3,4,Touch Screen Phones,Cell phones,Medium
SO682601,United States,"Monday, April 20, 2015",I,1543,Product0504074,AW00018369,,504074,The Phone Company PDA Phone 4.7 inches L360 Silver,"Opera 8 web browser, supports Adobe flash 9 browser plug in, 256 MB flash memory expands via two memory card slots",The Phone Company,The Phone Company,Deluxe,Silver,High,3,"$1,206.00 ",3,4,Smart phones & PDAs,Cell phones,Medium
SO588831,United States,"Sunday, November 16, 2014",I,1534,Product0504065,AW00017022,,504065,The Phone Company PDA Palm 4.7 inch L850 Black,Removable/rechargeable battery and integrated keyboard,The Phone Company,The Phone Company,Deluxe,Black,High,3,"$1,194.00 ",1,4,Smart phones & PDAs,Cell phones,Medium
SO508561,France,"Monday, February 10, 2014",I,1552,Product0504083,AW00017949,,504083,The Phone Company PDA Palm 4.7 inch L850 Silver,Removable/rechargeable battery and integrated keyboard,The Phone Company,The Phone Company,Deluxe,Silver,High,3,"$1,194.00 ",5,4,Smart phones & PDAs,Cell phones,Medium
SO505101,Australia,"Wednesday, January 15, 2014",I,1534,Product0504065,AW00024365,,504065,The Phone Company PDA Palm 4.7 inch L850 Black,Removable/rechargeable battery and integrated keyboard,The Phone Company,The Phone Company,Deluxe,Black,High,3,"$1,194.00 ",6,4,Smart phones & PDAs,Cell phones,Medium
SO730791,United States,"Monday, August 17, 2015",I,1092,Product0402049,AW00011257,,402049,Contoso SLR Camera X144 Gold,"Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","Contoso, Ltd",Contoso,Deluxe,Gold,High,3,"$2,019.00 ",2,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO642931,Germany,"Friday, July 3, 2015",I,1116,Product0402073,AW00023960,,402073,Fabrikam SLR Camera X147 Grey,"Fast startup and split-sEconomynd shutter response, shoot continuously at up to 3 frames per sEconomynd","Fabrikam, Inc.",Fabrikam,Deluxe,Grey,High,3,"$1,935.00 ",4,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO593471,Germany,"Thursday, May 15, 2014",I,1100,Product0402057,AW00017769,,402057,Contoso SLR Camera X145 Blue,"Digital camera - SLR with live view mode, movie rEconomyrding, 5.1 in x 2.4 in x 3.9 in, 16.9 oz","Contoso, Ltd",Contoso,Deluxe,Blue,High,3,"$1,896.00 ",3,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO710211,Australia,"Tuesday, December 29, 2015",I,1292,Product0406046,AW00027985,,406046,Contoso Macro Zoom Lens X300 Black,70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras,"Contoso, Ltd",Contoso,Deluxe,Black,High,3,"$1,099.65 ",2,4,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO730951,Germany,"Thursday, April 30, 2015",I,1293,Product0406047,AW00013258,,406047,Contoso Telephoto Conversion Lens X400 Silver,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Silver,High,3,"$1,785.00 ",5,4,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO598201,United States,"Monday, December 23, 2013",I,1295,Product0406049,AW00028580,,406049,Contoso Telephoto Conversion Lens X400 Black,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Black,High,3,"$1,785.00 ",2,4,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO690871,Australia,"Saturday, December 26, 2015",I,1181,Product0405038,AW00011018,,405038,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,1080i/p or 720p high definition or standard definition,"Fabrikam, Inc.",Fabrikam,Deluxe,White,Low,3,"$4,740.00 ",3,4,Camcorders,Cameras and camcorders,Medium
SO653721,United States,"Tuesday, August 25, 2015",I,1156,Product0405013,AW00015737,,405013,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,1080i/p or 720p high definition or standard definition,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Low,3,"$4,800.00 ",5,4,Camcorders,Cameras and camcorders,Medium
SO614381,Germany,"Saturday, February 21, 2015",I,1158,Product0405015,AW00025444,,405015,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,1080i/p or 720p high definition or standard definition,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Low,3,"$4,680.00 ",3,4,Camcorders,Cameras and camcorders,Medium
SO585291,United States,"Friday, November 7, 2014",I,1207,Product0405064,AW00013304,,405064,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,1080i/p or 720p high definition or standard definition,"Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Low,3,"$4,560.00 ",4,4,Camcorders,Cameras and camcorders,Medium
SO577891,Great Britain,"Thursday, February 20, 2014",I,1207,Product0405064,AW00013576,,405064,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,1080i/p or 720p high definition or standard definition,"Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Low,3,"$4,560.00 ",4,4,Camcorders,Cameras and camcorders,Medium
SO686601,Canada,"Sunday, March 29, 2015",I,164,Product0201049,AW00011251,,201049,"Adventure Works 52"" LCD HDTV X790W Brown","52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel",Adventure Works,Adventure Works,Deluxe,Brown,High,2,"$3,184.40 ",5,4,Televisions,TV and Video,Medium
SO696411,United States,"Friday, February 6, 2015",I,164,Product0201049,AW00018564,,201049,"Adventure Works 52"" LCD HDTV X790W Brown","52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel",Adventure Works,Adventure Works,Deluxe,Brown,High,2,"$3,184.40 ",4,4,Televisions,TV and Video,Medium
SO494001,Great Britain,"Thursday, November 14, 2013",I,162,Product0201047,AW00017794,,201047,"Adventure Works 52"" LCD HDTV X790W Black","52'' 1080p 120Hz LCD HDTV, 16:9 Full HD 1080p Resolution (1920x1080p) LCD Panel",Adventure Works,Adventure Works,Deluxe,Black,High,2,"$3,184.40 ",3,4,Televisions,TV and Video,Medium
SO678841,Canada,"Wednesday, November 4, 2015",I,204,Product0203013,AW00018377,,203013,Litware Home Theater System 7.1 Channel X711 Black,"660 watts into 7.1 channels (110 watts per channel at 6 Ohms, 1 kHz, 1 channel driven)","Litware, Inc.",Litware,Deluxe,Black,High,2,"$2,218.00 ",2,4,Home Theater System,TV and Video,Medium
SO663621,United States,"Friday, August 14, 2015",I,220,Product0203029,AW00026609,,203029,Litware Home Theater System 7.1 Channel X711 Silver,"660 watts into 7.1 channels (110 watts per channel at 6 Ohms, 1 kHz, 1 channel driven)","Litware, Inc.",Litware,Deluxe,Silver,High,2,"$2,218.00 ",3,4,Home Theater System,TV and Video,Medium
SO451181,Australia,"Thursday, January 16, 2014",I,204,Product0203013,AW00018722,,203013,Litware Home Theater System 7.1 Channel X711 Black,"660 watts into 7.1 channels (110 watts per channel at 6 Ohms, 1 kHz, 1 channel driven)","Litware, Inc.",Litware,Deluxe,Black,High,2,"$2,218.00 ",4,4,Home Theater System,TV and Video,Medium
SO443921,Australia,"Monday, August 27, 2012",I,204,Product0203013,AW00017910,,203013,Litware Home Theater System 7.1 Channel X711 Black,"660 watts into 7.1 channels (110 watts per channel at 6 Ohms, 1 kHz, 1 channel driven)","Litware, Inc.",Litware,Deluxe,Black,High,2,"$2,218.00 ",3,4,Home Theater System,TV and Video,Medium
SO438101,Australia,"Friday, March 16, 2012",I,220,Product0203029,AW00011004,,203029,Litware Home Theater System 7.1 Channel X711 Silver,"660 watts into 7.1 channels (110 watts per channel at 6 Ohms, 1 kHz, 1 channel driven)","Litware, Inc.",Litware,Deluxe,Silver,High,2,"$2,218.00 ",3,4,Home Theater System,TV and Video,Medium
SO739271,United States,"Sunday, July 12, 2015",I,318,Product0205027,AW00022016,,205027,SV Car Video LCD9.2W X9280 Silver,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Silver,Low,2,"$1,998.00 ",4,4,Car Video,TV and Video,Medium
SO633681,France,"Sunday, July 5, 2015",I,334,Product0205043,AW00014170,,205043,SV Car Video LCD9.2W X9280 Brown,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Brown,Low,2,"$1,998.00 ",5,4,Car Video,TV and Video,Medium
SO607451,Australia,"Wednesday, December 31, 2014",I,335,Product0205044,AW00022411,,205044,SV Car Video LCD9.2W X9281 Brown,"9.2"" 16:9 widescreen TFT LCD monitor, 500:1 contrast ratio",Southridge Video,Southridge Video,Deluxe,Brown,Low,2,"$1,738.00 ",1,4,Car Video,TV and Video,Medium
SO468581,United States,"Sunday, January 19, 2014",I,302,Product0205011,AW00013067,,205011,SV Car Video LCD9.2W X9280 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Black,Low,2,"$1,998.00 ",3,4,Car Video,TV and Video,Medium
SO462001,Australia,"Thursday, November 7, 2013",I,302,Product0205011,AW00020260,,205011,SV Car Video LCD9.2W X9280 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Black,Low,2,"$1,998.00 ",3,4,Car Video,TV and Video,Medium
SO472771,Australia,"Friday, September 13, 2013",I,302,Product0205011,AW00021219,,205011,SV Car Video LCD9.2W X9280 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Black,Low,2,"$1,998.00 ",6,4,Car Video,TV and Video,Medium
SO461501,Great Britain,"Wednesday, May 1, 2013",I,318,Product0205027,AW00020569,,205027,SV Car Video LCD9.2W X9280 Silver,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Silver,Low,2,"$1,998.00 ",4,4,Car Video,TV and Video,Medium
SO449541,United States,"Monday, January 16, 2012",I,302,Product0205011,AW00028990,,205011,SV Car Video LCD9.2W X9280 Black,"9.2"" 16:9 widescreen TFT LCD monitor, 768 x 234 pixel resolutions",Southridge Video,Southridge Video,Deluxe,Black,Low,2,"$1,998.00 ",1,4,Car Video,TV and Video,Medium
SO705721,Great Britain,"Wednesday, October 21, 2015",I,2090,Product0804006,AW00011548,,804006,Contoso Water Heater 7.2GPM X1800 Blue,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Blue,Low,2,"$2,950.00 ",3,4,Water Heaters,Home Appliances,Medium
SO524091,Germany,"Thursday, September 18, 2014",I,2105,Product0804021,AW00011412,,804021,Contoso Water Heater 7.2GPM X1800 Grey,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Grey,Low,2,"$2,950.00 ",3,4,Water Heaters,Home Appliances,Medium
SO639801,United States,"Monday, October 12, 2015",I,2043,Product0803061,AW00015369,,803061,Litware Microwave 1.5CuFt X110 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Black,Mid,2,"$1,331.88 ",4,4,Microwaves,Home Appliances,Medium
SO626151,United States,"Saturday, September 12, 2015",I,2007,Product0803025,AW00020496,,803025,Fabrikam Microwave 1.5CuFt X1100 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Mid,2,"$1,331.88 ",2,4,Microwaves,Home Appliances,Medium
SO639791,Canada,"Monday, June 1, 2015",I,2061,Product0803079,AW00016906,,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,2,"$1,331.88 ",3,4,Microwaves,Home Appliances,Medium
SO585691,United States,"Monday, November 17, 2014",I,1989,Product0803007,AW00011707,,803007,Fabrikam Microwave 1.5CuFt X1100 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Mid,2,"$1,331.88 ",4,4,Microwaves,Home Appliances,Medium
SO516351,Australia,"Friday, October 3, 2014",I,2025,Product0803043,AW00018242,,803043,Litware Microwave 1.5CuFt X110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Silver,Mid,2,"$1,331.88 ",3,4,Microwaves,Home Appliances,Medium
SO603131,Great Britain,"Friday, September 5, 2014",I,2061,Product0803079,AW00029469,,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,2,"$1,331.88 ",5,4,Microwaves,Home Appliances,Medium
SO515841,United States,"Friday, April 11, 2014",I,1989,Product0803007,AW00022274,,803007,Fabrikam Microwave 1.5CuFt X1100 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Mid,2,"$1,331.88 ",4,4,Microwaves,Home Appliances,Medium
SO727271,Australia,"Tuesday, December 30, 2014",I,2238,Product0806049,AW00016685,,806049,WWI Floor Lamp X115 White,"Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt",Wide World Importers,Wide World Importers,Deluxe,White,High,2,"$1,271.98 ",3,4,Lamps,Home Appliances,Medium
SO546561,Germany,"Friday, June 20, 2014",I,2334,Product0806145,AW00015114,,806145,Litware Floor Lamp X1015 Grey,"Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt","Litware, Inc.",Litware,Deluxe,Grey,High,2,"$1,271.98 ",0,4,Lamps,Home Appliances,Medium
SO597041,Germany,"Friday, April 11, 2014",I,2190,Product0806001,AW00022609,,806001,Adventure Works Floor Lamp X1150 Black,"Collapsible rectangular natural silk shade, walnut box frame, 1 x 150 Watt",Adventure Works,Adventure Works,Deluxe,Black,High,2,"$1,271.98 ",4,4,Lamps,Home Appliances,Medium
SO657231,Canada,"Friday, December 5, 2014",I,2176,Product0805061,AW00013241,,805061,Fabrikam Coffee Maker Super-Auto 12C X125 White,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,White,Low,2,"$3,300.00 ",4,4,Coffee Machines,Home Appliances,Medium
SO596341,Australia,"Sunday, November 9, 2014",I,2182,Product0805067,AW00022408,,805067,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Low,2,"$3,300.00 ",5,4,Coffee Machines,Home Appliances,Medium
SO525231,Great Britain,"Monday, September 8, 2014",I,2170,Product0805055,AW00012123,,805055,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Low,2,"$3,300.00 ",3,4,Coffee Machines,Home Appliances,Medium
SO543021,Australia,"Wednesday, March 12, 2014",I,2134,Product0805019,AW00011761,,805019,Contoso Coffee Maker Super-Auto 12C X1250 Grey,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Contoso, Ltd",Contoso,Deluxe,Grey,Low,2,"$3,300.00 ",2,4,Coffee Machines,Home Appliances,Medium
SO654891,United States,"Monday, December 7, 2015",I,2404,Product0807057,AW00014738,,807057,Proseware Air conditioner 25000BTU L167 Grey,"25,000-BTU air conditioner for large rooms up to 1672 square feet","Proseware, Inc.",Proseware,Deluxe,Grey,High,2,"$1,271.98 ",4,4,Air Conditioners,Home Appliances,Medium
SO733791,United States,"Monday, October 26, 2015",I,2404,Product0807057,AW00018479,,807057,Proseware Air conditioner 25000BTU L167 Grey,"25,000-BTU air conditioner for large rooms up to 1672 square feet","Proseware, Inc.",Proseware,Deluxe,Grey,High,2,"$1,271.98 ",1,4,Air Conditioners,Home Appliances,Medium
SO672561,United States,"Friday, May 22, 2015",I,2362,Product0807015,AW00021143,,807015,Contoso Air conditioner 25000BTU L1672 Silver,"25,000-BTU air conditioner for large rooms up to 1672 square feet","Contoso, Ltd",Contoso,Deluxe,Silver,High,2,"$1,271.98 ",4,4,Air Conditioners,Home Appliances,Medium
SO584071,Australia,"Tuesday, December 23, 2014",I,2383,Product0807036,AW00012681,,807036,Proseware Air conditioner 25000BTU L167 White,"25,000-BTU air conditioner for large rooms up to 1672 square feet","Proseware, Inc.",Proseware,Deluxe,White,High,2,"$1,271.98 ",5,4,Air Conditioners,Home Appliances,Medium
SO542501,Germany,"Thursday, April 17, 2014",I,2355,Product0807008,AW00012129,,807008,Contoso Air conditioner 25000BTU L1672 Red,"25,000-BTU air conditioner for large rooms up to 1672 square feet","Contoso, Ltd",Contoso,Deluxe,Red,High,2,"$1,271.98 ",5,4,Air Conditioners,Home Appliances,Medium
SO499201,Great Britain,"Sunday, November 9, 2014",I,1765,Product0702059,AW00019477,,702059,MGS Age of Empires Expansion: The Rise of Rome X900,Age of Empires Expansion: The Rise of Rome,Tailspin Toys,Tailspin Toys,Deluxe,Blue,Low,2,"$1,197.60 ",3,4,Download Games,Games and Toys,Medium
SO512641,United States,"Tuesday, October 21, 2014",I,551,Product0305013,AW00011282,,305013,Proseware Projector 1080p LCD86 White,"1080p high definition projector,1200 ANSI Lumens, 14,000:1 contrast ratio, 2 HDMI inputs","Proseware, Inc.",Proseware,Deluxe,White,Mid,2,"$4,590.00 ",4,4,Projectors & Screens,Computers,Medium
SO721681,Australia,"Friday, September 25, 2015",I,504,Product0304044,AW00018463,,304044,Adventure Works LCD24W X300 White,"24 inches widescreen HD display, 1920 x 1200 maximum resolutions",Adventure Works,Adventure Works,Deluxe,White,Mid,2,"$1,738.00 ",2,4,Monitors,Computers,Medium
SO697311,Great Britain,"Sunday, September 20, 2015",I,475,Product0304015,AW00020718,,304015,Proseware LCD24 X300 White,"24 Inch HD display, 160° horizontal and vertical viewing angles","Proseware, Inc.",Proseware,Deluxe,White,Mid,2,"$1,638.00 ",5,4,Monitors,Computers,Medium
SO711831,United States,"Wednesday, June 10, 2015",I,475,Product0304015,AW00013384,,304015,Proseware LCD24 X300 White,"24 Inch HD display, 160° horizontal and vertical viewing angles","Proseware, Inc.",Proseware,Deluxe,White,Mid,2,"$1,638.00 ",3,4,Monitors,Computers,Medium
SO676231,France,"Saturday, February 7, 2015",I,528,Product0304068,AW00024700,,304068,WWI LCD24 X300 White,"24 inches HD display, 160° horizontal and vertical viewing angles",Wide World Importers,Wide World Importers,Deluxe,White,Mid,2,"$1,638.00 ",3,4,Monitors,Computers,Medium
SO496601,Australia,"Saturday, November 8, 2014",I,475,Product0304015,AW00023660,,304015,Proseware LCD24 X300 White,"24 Inch HD display, 160° horizontal and vertical viewing angles","Proseware, Inc.",Proseware,Deluxe,White,Mid,2,"$1,638.00 ",2,4,Monitors,Computers,Medium
SO492181,Canada,"Sunday, March 23, 2014",I,476,Product0304016,AW00026113,,304016,Proseware LCD24W X300 White,"24 widescreen HD display, 1920 x 1200 maximum resolution","Proseware, Inc.",Proseware,Deluxe,White,Mid,2,"$1,738.00 ",4,4,Monitors,Computers,Medium
SO484201,France,"Saturday, August 31, 2013",I,503,Product0304043,AW00014957,,304043,Adventure Works LCD24 X300 White,"24 inches HD display, 160° horizontal and vertical viewing angles",Adventure Works,Adventure Works,Deluxe,White,Mid,2,"$1,638.00 ",3,4,Monitors,Computers,Medium
SO451421,Canada,"Saturday, April 13, 2013",I,462,Product0304002,AW00022901,,304002,Proseware LCD24W X300 Black,"24 widescreen HD display, 1920 x 1200 maximum resolutions","Proseware, Inc.",Proseware,Deluxe,Black,Mid,2,"$1,738.00 ",2,4,Monitors,Computers,Medium
SO475241,Australia,"Thursday, March 21, 2013",I,518,Product0304058,AW00021567,,304058,WWI LCD24W X300 Black,"24 widescreen HD display, 1920 x 1200 maximum resolutions",Wide World Importers,Wide World Importers,Deluxe,Black,Mid,2,"$1,738.00 ",2,4,Monitors,Computers,Medium
SO457741,United States,"Saturday, February 16, 2013",I,517,Product0304057,AW00011261,,304057,WWI LCD24 X300 Black,"24 inches HD display, 160° horizontal and vertical viewing angles",Wide World Importers,Wide World Importers,Deluxe,Black,Mid,2,"$1,638.00 ",5,4,Monitors,Computers,Medium
SO440391,France,"Tuesday, December 4, 2012",I,504,Product0304044,AW00017971,,304044,Adventure Works LCD24W X300 White,"24 inches widescreen HD display, 1920 x 1200 maximum resolutions",Adventure Works,Adventure Works,Deluxe,White,Mid,2,"$1,738.00 ",1,4,Monitors,Computers,Medium
SO639581,France,"Friday, November 27, 2015",I,386,Product0301049,AW00015931,,301049,Adventure Works Laptop19W X1980 Blue,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Adventure Works,Adventure Works,Deluxe,Blue,High,2,"$2,598.00 ",2,4,Laptops,Computers,Medium
SO510021,Germany,"Wednesday, July 16, 2014",I,380,Product0301043,AW00017976,,301043,Adventure Works Laptop19W X1980 Red,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Adventure Works,Adventure Works,Deluxe,Red,High,2,"$2,598.00 ",4,4,Laptops,Computers,Medium
SO476081,United States,"Sunday, February 9, 2014",I,404,Product0301067,AW00026322,,301067,Proseware Laptop19 X910 Black,"320 GB hard drive, 4 GB RAM 19-inches LCD","Proseware, Inc.",Proseware,Deluxe,Black,High,2,"$2,598.00 ",3,4,Laptops,Computers,Medium
SO496231,United States,"Saturday, January 11, 2014",I,402,Product0301065,AW00027088,,301065,WWI Laptop19W X0196 Blue,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Wide World Importers,Wide World Importers,Deluxe,Blue,High,2,"$2,598.00 ",3,4,Laptops,Computers,Medium
SO470871,United States,"Tuesday, April 30, 2013",I,396,Product0301059,AW00013383,,301059,WWI Laptop19W X0196 White,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Wide World Importers,Wide World Importers,Deluxe,White,High,2,"$2,598.00 ",5,4,Laptops,Computers,Medium
SO671561,Great Britain,"Monday, August 31, 2015",I,422,Product0303007,AW00018141,,303007,Adventure Works Desktop PC2.33 XD233 Black,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,Black,High,2,"$1,938.00 ",4,4,Desktops,Computers,Medium
SO576321,Great Britain,"Tuesday, December 16, 2014",I,416,Product0303001,AW00013251,,303001,Adventure Works Desktop PC2.33 XD233 Silver,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,Silver,High,2,"$1,938.00 ",2,4,Desktops,Computers,Medium
SO482361,Australia,"Wednesday, October 30, 2013",I,450,Product0303035,AW00026423,,303035,WWI Desktop PC2.33 X2330 Brown,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,Brown,High,2,"$1,838.00 ",2,4,Desktops,Computers,Medium
SO447331,Australia,"Monday, January 30, 2012",I,450,Product0303035,AW00018214,,303035,WWI Desktop PC2.33 X2330 Brown,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,Brown,High,2,"$1,838.00 ",2,4,Desktops,Computers,Medium
SO668771,United States,"Tuesday, October 20, 2015",I,1442,Product0503035,AW00023138,,503035,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold","Video share service, 3.2-megapixel camera/camcorder",The Phone Company,The Phone Company,Deluxe,Gold,High,2,"$1,058.00 ",4,4,Touch Screen Phones,Cell phones,Medium
SO644291,United States,"Friday, March 13, 2015",I,1425,Product0503018,AW00015372,,503018,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey","Business-oriented Smartphone with windows mobile 6.1 OS, video share service, and mobile banking",The Phone Company,The Phone Company,Deluxe,Grey,High,2,"$1,058.00 ",2,4,Touch Screen Phones,Cell phones,Medium
SO674021,United States,"Friday, July 31, 2015",I,1096,Product0402053,AW00018551,,402053,Contoso SLR Camera X145 Pink,Digital camera - SLR with live view mode,"Contoso, Ltd",Contoso,Deluxe,Pink,High,2,"$1,264.00 ",3,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO520141,Australia,"Thursday, January 8, 2015",I,1124,Product0402081,AW00016664,,402081,Fabrikam SLR Camera X148 Gold,"Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","Fabrikam, Inc.",Fabrikam,Deluxe,Gold,High,2,"$1,314.00 ",5,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO529651,Germany,"Tuesday, October 21, 2014",I,1124,Product0402081,AW00011492,,402081,Fabrikam SLR Camera X148 Gold,"Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","Fabrikam, Inc.",Fabrikam,Deluxe,Gold,High,2,"$1,314.00 ",6,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO559551,United States,"Thursday, March 13, 2014",I,1092,Product0402049,AW00016974,,402049,Contoso SLR Camera X144 Gold,"Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs","Contoso, Ltd",Contoso,Deluxe,Gold,High,2,"$1,346.00 ",5,4,Digital SLR Cameras,Cameras and camcorders,Medium
SO679751,France,"Friday, August 28, 2015",I,1293,Product0406047,AW00012613,,406047,Contoso Telephoto Conversion Lens X400 Silver,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Silver,High,2,"$1,190.00 ",2,4,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO499331,Australia,"Saturday, June 14, 2014",I,1295,Product0406049,AW00015169,,406049,Contoso Telephoto Conversion Lens X400 Black,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Black,High,2,"$1,190.00 ",5,4,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
